Intersection,RMSE_TimesFM,RMSPE_TimesFM,MAE_TimesFM,MAPE_TimesFM,R2_TimesFM,RMSE_TFT,RMSPE_TFT,MAE_TFT,MAPE_TFT,R2_TFT,Volume_Sum
0,27.292674107138982,79.53447674524482,20.993018375012156,49.39813230105986,0.5407481021271422,27.852975169224273,52.45980509250463,20.494937556659654,40.903166469518844,0.6878346149264805,28195.0
Weighted Average,27.292674107138982,79.53447674524482,20.993018375012156,49.39813230105986,0.5407481021271422,27.852975169224273,52.45980509250463,20.494937556659654,40.903166469518844,0.6878346149264805,28195.0
