Intersection,RMSE_TimesFM,RMSPE_TimesFM,MAE_TimesFM,MAPE_TimesFM,R2_TimesFM,RMSE_TFT,RMSPE_TFT,MAE_TFT,MAPE_TFT,R2_TFT,Volume_Sum
0,18.419160234656488,56.6472462641978,13.541574950526853,33.02715566726954,0.8603951976493353,27.852975169224273,52.45980509250463,20.494937556659654,40.903166469518844,0.6878346149264805,28195.0
Weighted Average,18.419160234656488,56.6472462641978,13.541574950526853,33.02715566726954,0.8603951976493353,27.852975169224273,52.45980509250463,20.494937556659654,40.903166469518844,0.6878346149264805,28195.0
