Intersection,MSE_TimesFM,RMSE_TimesFM,RMSPE_TimesFM,MAE_TimesFM,MAPE_TimesFM,R2_TimesFM,MSE_TFT,RMSE_TFT,RMSPE_TFT,MAE_TFT,MAPE_TFT,R2_TFT,Volume_Sum
0,401.8151790135658,18.898375945202616,53.69777826127507,14.021050746326805,32.08346099825533,0.8504469905493213,887.2734411627081,27.852975169224273,52.45980509250463,20.494937556659654,40.903166469518844,0.6878346149264805,28195.0
Weighted Average,401.8151790135658,18.898375945202616,53.69777826127507,14.021050746326805,32.08346099825533,0.8504469905493213,887.2734411627081,27.852975169224273,52.45980509250463,20.494937556659654,40.903166469518844,0.6878346149264805,28195.0
